DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.2,X,142030105,MAGEC3,AL031073.2,,,ENSG00000288098,,,rs12689213-?,rs12689213,1,10081890,intron_variant,0,NR,3.00E-06,5.522878745,(TAG 54:5),0.30194446,[0.18-0.43] unit decrease,Affymetrix [at least 2500000] (imputed),N
9/15/15,25387706,Vaidyanathan U,12/1/14,Psychophysiology,www.ncbi.nlm.nih.gov/pubmed/25387706,Heritability and molecular genetic basis of electrodermal activity: a genome-wide association study.,Electrodermal activity,"Up to 4,424 European ancestry twins and their parents",NA,Xq22.3,X,108170700,COL4A6,COL4A6,,,ENSG00000197565,,,rs2295912-?,rs2295912,0,2295912,synonymous_variant,0,NR,2.00E-06,5.698970004,(SCR Amplitude),0.058,[0.034-0.082] unit increase,Illumina [527829],N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq21.33,X,94480265,NAP1L3,AL390840.1 - PAICSP7,ENSG00000227521,ENSG00000232293,,160240,156398,rs1582247-?,rs1582247,0,1582247,intergenic_variant,1,NR,9.00E-07,6.045757491,(uridine diphosphate),0.27090418,[0.16-0.38] unit increase,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq22.1,X,102197253,NXF2B,TCP11X3P - TCP11X1,ENSG00000251525,ENSG00000268235,,12232,18048,rs5945056-?,rs5945056,0,5945056,intergenic_variant,1,NR,2.00E-06,5.698970004,(CE 18:2),0.36769587,[0.22-0.52] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq22.1,X,101950747,NXF5,ZMAT1 - H2BP8,ENSG00000166432,ENSG00000235976,,18668,38734,rs12399460-?,rs12399460,1,5944904,intergenic_variant,1,NR,2.00E-06,5.698970004,(CE 18:2),0.46949685,[0.28-0.66] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.3,X,146255210,SLITRK2,MIR891A - RNA5SP517,ENSG00000216056,ENSG00000201594,,227338,172246,rs7050911-?,rs7050911,0,7050911,intergenic_variant,1,NR,5.00E-06,5.301029996,(pantothenic acid),0.68506694,[0.39-0.98] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.3,X,146394075,SLITRK2,MIR891A - RNA5SP517,ENSG00000216056,ENSG00000201594,,366203,33381,rs7066221-?,rs7066221,0,7066221,intergenic_variant,1,NR,7.00E-06,5.15490196,(pantothenic acid),0.5143277,[0.29-0.74] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.3,X,147473813,FMR1NB,AL591022.1 - AL096861.1,ENSG00000287017,ENSG00000274579,,187332,2511,rs597767-?,rs597767,0,597767,intergenic_variant,1,NR,6.00E-06,5.22184875,(orotic acid),0.17479984,[0.099-0.25] unit increase,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq13.1,X,69430439,EDA,LINC00269 - CYCSP43,ENSG00000215162,ENSG00000231706,,220515,54904,rs1408783-?,rs1408783,0,1408783,intergenic_variant,1,NR,8.00E-06,5.096910013,(orotic acid),0.59323525,[0.33-0.85] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq13.1,X,69496710,EDA,CYCSP43 - FAM155B,ENSG00000231706,ENSG00000130054,,11058,7616,rs1408781-?,rs1408781,0,1408781,intergenic_variant,1,NR,7.00E-06,5.15490196,(PC 34:1),0.62383395,[0.35-0.9] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.1,X,139549056,MCF2,F9,,,ENSG00000101981,,,rs374988-?,rs374988,0,374988,intron_variant,0,NR,2.00E-06,5.698970004,(PC 34:2),0.39903572,[0.23-0.56] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.1,X,139549056,MCF2,F9,,,ENSG00000101981,,,rs374988-?,rs374988,0,374988,intron_variant,0,NR,7.00E-06,5.15490196,(PC 34:4),0.37594935,[0.21-0.54] unit decrease,Affymetrix [at least 2500000] (imputed),N
4/25/18,22057235,Trynka G,11/6/11,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22057235,Dense genotyping identifies and localizes multiple common and rare variant association signals in celiac disease.,Celiac disease,"11,812 European ancestry cases, 229 Indian ancestry cases, 11,837 European ancestry controls, 391 Indian ancestry controls",NA,Xq28,X,153982797,"HCFC1, TMEM187, IRAK1",TMEM187,,,ENSG00000177854,,,rs13397-?,rs13397,0,13397,synonymous_variant,0,0.133,3.00E-08,7.522878745,,1.18,,Illumina [139553],N
10/14/16,26606652,Alarcon-Riquelme ME,11/25/15,Arthritis Rheumatol,www.ncbi.nlm.nih.gov/pubmed/26606652,Genome-Wide Association Study in an Amerindian Ancestry Population Reveals Novel Systemic Lupus Erythematosus Risk Loci and the Role of European Admixture.,Systemic lupus erythematosus,"862 Native American ancestry-enriched North American cases, 531 Native American ancestry-enriched South American cases, 1,973 Native American ancestry-enriched North American controls, 344 Native American ancestry-enriched South American controls",NA,Xq28,X,154018741,IRAK1,IRAK1,,,ENSG00000184216,,,rs1059702-?,rs1059702,0,1059702,missense_variant,0,0.5,8.00E-14,13.09691001,,1.724138,[1.47-2.04],Illumina [580483] (imputed),N
10/14/16,26606652,Alarcon-Riquelme ME,11/25/15,Arthritis Rheumatol,www.ncbi.nlm.nih.gov/pubmed/26606652,Genome-Wide Association Study in an Amerindian Ancestry Population Reveals Novel Systemic Lupus Erythematosus Risk Loci and the Role of European Admixture.,Systemic lupus erythematosus,"862 Native American ancestry-enriched North American cases, 531 Native American ancestry-enriched South American cases, 1,973 Native American ancestry-enriched North American controls, 344 Native American ancestry-enriched South American controls",NA,Xp22.2,X,12814981,PRPS2,PRPS2,,,ENSG00000101911,,,rs7892586-?,rs7892586,0,7892586,intron_variant,0,0.712,3.00E-06,5.522878745,,1.369863,[1.14-1.67],Illumina [580483] (imputed),N
10/27/17,28892062,Akiyama M,9/11/17,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/28892062,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",Xq26.3,X,137031305,GPR101,GPR101,,,ENSG00000165370,,,rs1190736-A,rs1190736,0,1190736,missense_variant,0,0.277,1.00E-08,8,(Japanese),0.017,[0.011-0.023] unit decrease,Illumina [6108953] (imputed),N
7/23/18,27018472,Leslie EJ,4/7/16,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/27018472,A Genome-wide Association Study of Nonsyndromic Cleft Palate Identifies an Etiologic Missense Variant in GRHL3.,Cleft palate,"38 European ancestry cases, 835 European ancestry controls, 21 Hispanic cases, 626 Hispanic controls, 2 Asian ancestry cases, 161 Asian ancestry controls, 38 Indian ancestry controls, 15 Sub-Saharan African ancestry cases, 2 African American cases, 68 Sub-Saharan African ancestry controls, 5 African American controls, 1 African control, 4 controls","246 European ancestry cases, 1,685 European ancestry controls",Xp22.31,X,7137425,NR,PUDP,,,ENSG00000130021,,,rs190761831-T,rs190761831,0,190761831,intron_variant,0,NR,4.00E-06,5.397940009,(EA),6.984,[3.062-15.93],Illumina [34985077] (imputed),N
7/23/18,27018472,Leslie EJ,4/7/16,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/27018472,A Genome-wide Association Study of Nonsyndromic Cleft Palate Identifies an Etiologic Missense Variant in GRHL3.,Cleft palate,"38 European ancestry cases, 835 European ancestry controls, 21 Hispanic cases, 626 Hispanic controls, 2 Asian ancestry cases, 161 Asian ancestry controls, 38 Indian ancestry controls, 15 Sub-Saharan African ancestry cases, 2 African American cases, 68 Sub-Saharan African ancestry controls, 5 African American controls, 1 African control, 4 controls","246 European ancestry cases, 1,685 European ancestry controls",Xp22.2,X,11681148,NR,AC004554.2,,,ENSG00000282840,,,rs5935134-A,rs5935134,0,5935134,intron_variant,0,NR,7.00E-06,5.15490196,(EA),3.855,[2.141-6.941],Illumina [34985077] (imputed),N
7/23/18,27018472,Leslie EJ,4/7/16,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/27018472,A Genome-wide Association Study of Nonsyndromic Cleft Palate Identifies an Etiologic Missense Variant in GRHL3.,Cleft palate,"38 European ancestry cases, 835 European ancestry controls, 21 Hispanic cases, 626 Hispanic controls, 2 Asian ancestry cases, 161 Asian ancestry controls, 38 Indian ancestry controls, 15 Sub-Saharan African ancestry cases, 2 African American cases, 68 Sub-Saharan African ancestry controls, 5 African American controls, 1 African control, 4 controls","246 European ancestry cases, 1,685 European ancestry controls",Xp22.31,X,7137425,NR,PUDP,,,ENSG00000130021,,,rs190761831-T,rs190761831,0,190761831,intron_variant,0,NR,4.00E-06,5.397940009,,6.98,[3.06-15.93],Illumina [34985077] (imputed),N
7/23/18,27018472,Leslie EJ,4/7/16,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/27018472,A Genome-wide Association Study of Nonsyndromic Cleft Palate Identifies an Etiologic Missense Variant in GRHL3.,Cleft palate,"38 European ancestry cases, 835 European ancestry controls, 21 Hispanic cases, 626 Hispanic controls, 2 Asian ancestry cases, 161 Asian ancestry controls, 38 Indian ancestry controls, 15 Sub-Saharan African ancestry cases, 2 African American cases, 68 Sub-Saharan African ancestry controls, 5 African American controls, 1 African control, 4 controls","246 European ancestry cases, 1,685 European ancestry controls",Xp22.2,X,11681148,NR,AC004554.2,,,ENSG00000282840,,,rs5935134-A,rs5935134,0,5935134,intron_variant,0,NR,7.00E-06,5.15490196,,3.86,[2.14-6.94],Illumina [34985077] (imputed),N
7/23/18,27018472,Leslie EJ,4/7/16,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/27018472,A Genome-wide Association Study of Nonsyndromic Cleft Palate Identifies an Etiologic Missense Variant in GRHL3.,Cleft palate,"38 European ancestry cases, 835 European ancestry controls, 21 Hispanic cases, 626 Hispanic controls, 2 Asian ancestry cases, 161 Asian ancestry controls, 38 Indian ancestry controls, 15 Sub-Saharan African ancestry cases, 2 African American cases, 68 Sub-Saharan African ancestry controls, 5 African American controls, 1 African control, 4 controls, 114 European ancestry case-parent trios, 30 Hispanic case-parent trios, 39 East Asian case-parent trios, 1 South East Asian ancestry case-parent trio, 5 Sub-Saharan African case-parent trios","246 European ancestry cases, 1,685 European ancestry controls",Xp22.11,X,22474027,,"AC004470.2, AC092832.2",,,"ENSG00000288546, ENSG00000231846",,,rs147101678-G,rs147101678,0,147101678,intron_variant,0,NR,5.00E-06,5.301029996,(EA),6.85,[3.01-15.59],Illumina [34985077] (imputed),N
7/23/18,27018472,Leslie EJ,4/7/16,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/27018472,A Genome-wide Association Study of Nonsyndromic Cleft Palate Identifies an Etiologic Missense Variant in GRHL3.,Cleft palate,"38 European ancestry cases, 835 European ancestry controls, 21 Hispanic cases, 626 Hispanic controls, 2 Asian ancestry cases, 161 Asian ancestry controls, 38 Indian ancestry controls, 15 Sub-Saharan African ancestry cases, 2 African American cases, 68 Sub-Saharan African ancestry controls, 5 African American controls, 1 African control, 4 controls, 114 European ancestry case-parent trios, 30 Hispanic case-parent trios, 39 East Asian case-parent trios, 1 South East Asian ancestry case-parent trio, 5 Sub-Saharan African case-parent trios","246 European ancestry cases, 1,685 European ancestry controls",Xp22.2,X,11681148,,AC004554.2,,,ENSG00000282840,,,rs5935134-A,rs5935134,0,5935134,intron_variant,0,NR,9.00E-06,5.045757491,,3.33,[1.96-5.65],Illumina [34985077] (imputed),N
7/23/18,27018472,Leslie EJ,4/7/16,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/27018472,A Genome-wide Association Study of Nonsyndromic Cleft Palate Identifies an Etiologic Missense Variant in GRHL3.,Cleft palate,"38 European ancestry cases, 835 European ancestry controls, 21 Hispanic cases, 626 Hispanic controls, 2 Asian ancestry cases, 161 Asian ancestry controls, 38 Indian ancestry controls, 15 Sub-Saharan African ancestry cases, 2 African American cases, 68 Sub-Saharan African ancestry controls, 5 African American controls, 1 African control, 4 controls, 114 European ancestry case-parent trios, 30 Hispanic case-parent trios, 39 East Asian case-parent trios, 1 South East Asian ancestry case-parent trio, 5 Sub-Saharan African case-parent trios","246 European ancestry cases, 1,685 European ancestry controls",Xp22.31,X,7137425,,PUDP,,,ENSG00000130021,,,rs190761831-T,rs190761831,0,190761831,intron_variant,0,NR,5.00E-06,5.301029996,,6.12,[2.81-13.35],Illumina [34985077] (imputed),N
6/21/19,28898252,Wheeler E,9/12/17,PLoS Med,www.ncbi.nlm.nih.gov/pubmed/28898252,Impact of common genetic determinants of Hemoglobin A1c on type 2 diabetes risk and diagnosis in ancestrally diverse populations: A transethnic genome-wide meta-analysis.,Glycated hemoglobin levels,"7,564 African American individuals",NA,Xq28,X,154536002,G6PD,G6PD,,,ENSG00000160211,,,rs1050828-T,rs1050828,0,1050828,missense_variant,0,0.116,8.00E-135,134.09691,,0.3819,[0.35-0.41] unit decrease,"Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)",N
2/2/17,27515689,Kerns SL,7/20/16,EBioMedicine,www.ncbi.nlm.nih.gov/pubmed/27515689,Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.,Toxicity response to radiotherapy in prostate cancer (decreased urine stream) (time to event),"1,245 European ancestry individuals",NA,Xq21.1,X,80753384,intergenic,BRWD3,,,ENSG00000165288,,,rs2203205-C,rs2203205,0,2203205,intron_variant,0,0.29,3.00E-06,5.522878745,,1.74,[1.38-2.20],NR [~ 38000000] (imputed),N
2/2/17,27515689,Kerns SL,7/20/16,EBioMedicine,www.ncbi.nlm.nih.gov/pubmed/27515689,Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.,"Response to radiotherapy in prostate cancer (toxicity, rectal bleeding)","1,487 European ancestry individuals",NA,Xq23,X,115688155,intergenic,ASS1P5 - DANT2,ENSG00000227881,ENSG00000235244,,22022,6725,rs141044160-C,rs141044160,0,141044160,intergenic_variant,1,0.05,2.00E-06,5.698970004,,2.68,[1.78-4.04],NR [~ 38000000] (imputed),N
2/14/19,29507422,Hoffmann TJ,3/5/18,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/29507422,A large electronic-health-record-based genome-wide study of serum lipids.,Total cholesterol levels,"76,627 European ancestry individuals, 7,795 Hispanic individuals, 6,855 East Asian ancestry individuals, 2,958 African American individuals, 439 South Asian ancestry individuals",NA,Xq23,X,110460733,NR,RTL9 - AC000113.1,ENSG00000243978,ENSG00000287685,,4399,11959,rs5985471-C,rs5985471,0,5985471,intergenic_variant,1,0.592,2.00E-25,24.69897,(EA),0.041,unit increase,Affymetrix [at least 7091467] (imputed),N
2/14/19,29507422,Hoffmann TJ,3/5/18,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/29507422,A large electronic-health-record-based genome-wide study of serum lipids.,Total cholesterol levels,"76,627 European ancestry individuals, 7,795 Hispanic individuals, 6,855 East Asian ancestry individuals, 2,958 African American individuals, 439 South Asian ancestry individuals",NA,Xq23,X,110460733,NR,RTL9 - AC000113.1,ENSG00000243978,ENSG00000287685,,4399,11959,rs5985471-C,rs5985471,0,5985471,intergenic_variant,1,NR,2.00E-28,27.69897,,0.041,unit increase,Affymetrix [at least 7091467] (imputed),N
2/14/19,29507422,Hoffmann TJ,3/5/18,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/29507422,A large electronic-health-record-based genome-wide study of serum lipids.,Total cholesterol levels,"76,627 European ancestry individuals, 7,795 Hispanic individuals, 6,855 East Asian ancestry individuals, 2,958 African American individuals, 439 South Asian ancestry individuals",NA,Xq23,X,110473179,NR,AC000113.1,,,ENSG00000287685,,,rs5942937-T,rs5942937,0,5942937,intron_variant,0,0.597,1.00E-26,26,(EA),0.043,unit increase,Affymetrix [at least 7091467] (imputed),N
2/14/19,29507422,Hoffmann TJ,3/5/18,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/29507422,A large electronic-health-record-based genome-wide study of serum lipids.,Total cholesterol levels,"76,627 European ancestry individuals, 7,795 Hispanic individuals, 6,855 East Asian ancestry individuals, 2,958 African American individuals, 439 South Asian ancestry individuals",NA,Xq23,X,110473179,NR,AC000113.1,,,ENSG00000287685,,,rs5942937-T,rs5942937,0,5942937,intron_variant,0,NR,8.00E-30,29.09691001,,0.043,unit increase,Affymetrix [at least 7091467] (imputed),N
2/14/19,29507422,Hoffmann TJ,3/5/18,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/29507422,A large electronic-health-record-based genome-wide study of serum lipids.,Total cholesterol levels,"76,627 European ancestry individuals, 7,795 Hispanic individuals, 6,855 East Asian ancestry individuals, 2,958 African American individuals, 439 South Asian ancestry individuals",NA,Xq28,X,155757485,NR,TMLHE - SPRY3,ENSG00000185973,ENSG00000168939,,87541,10327,rs306890-T,rs306890,0,306890,intergenic_variant,1,0.754,7.00E-19,18.15490196,(EA),0.049,unit decrease,Affymetrix [at least 7091467] (imputed),N
2/14/19,29507422,Hoffmann TJ,3/5/18,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/29507422,A large electronic-health-record-based genome-wide study of serum lipids.,Total cholesterol levels,"76,627 European ancestry individuals, 7,795 Hispanic individuals, 6,855 East Asian ancestry individuals, 2,958 African American individuals, 439 South Asian ancestry individuals",NA,Xq28,X,155757485,NR,TMLHE - SPRY3,ENSG00000185973,ENSG00000168939,,87541,10327,rs306890-T,rs306890,0,306890,intergenic_variant,1,NR,1.00E-22,22,,0.048,unit decrease,Affymetrix [at least 7091467] (imputed),N
10/27/17,28892062,Akiyama M,9/11/17,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/28892062,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",Xp21.1,X,31836665,DMD,DMD,,,ENSG00000198947,,,rs1379871-C,rs1379871,0,1379871,intron_variant,0,0.718,1.00E-08,8,(Japanese),0.018,[0.012-0.024] unit increase,Illumina [6108953] (imputed),N
10/27/17,28892062,Akiyama M,9/11/17,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/28892062,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",Xp11.22,X,53515142,"HSD17B10, HUWE1",VTRNA3-1P - HUWE1,ENSG00000199422,ENSG00000086758,,52832,16954,rs6529684-G,rs6529684,0,6529684,intergenic_variant,1,0.476,3.00E-08,7.522878745,(Japanese),0.016,[0.01-0.022] unit increase,Illumina [6108953] (imputed),N
10/27/17,28892062,Akiyama M,9/11/17,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/28892062,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",Xq24,X,118782407,IL13RA1,IL13RA1,,,ENSG00000131724,,,rs3121672-C,rs3121672,0,3121672,intron_variant,0,0.568,3.00E-17,16.52287875,(Japanese),0.024,[0.018-0.03] unit increase,Illumina [6108953] (imputed),N
10/27/17,28892062,Akiyama M,9/11/17,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/28892062,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",Xq28,X,153629096,"FAM58A, DUSP9",AF274858.1 - DUSP9,ENSG00000260081,ENSG00000130829,,15159,13396,rs5945324-C,rs5945324,0,5945324,intergenic_variant,1,0.316,1.00E-11,11,(Japanese),0.022,[0.016-0.028] unit increase,Illumina [6108953] (imputed),N
9/20/18,28869591,Kemp JP,9/4/17,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/28869591,Identification of 153 new loci associated with heel bone mineral density and functional involvement of GPC6 in osteoporosis.,Heel bone mineral density,"76,067 European ancestry women, 66,420 European ancestry men",NA,Xp11.3,X,43976547,NDP,NDP - AL034370.1,ENSG00000124479,ENSG00000214019,,3152,52785,rs5952416-A,rs5952416,0,5952416,intergenic_variant,1,0.3199,4.00E-15,14.39794001,,0.03587,[0.027-0.045] unit decrease,NR [17166351] (imputed),N
9/20/18,28869591,Kemp JP,9/4/17,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/28869591,Identification of 153 new loci associated with heel bone mineral density and functional involvement of GPC6 in osteoporosis.,Heel bone mineral density,"76,067 European ancestry women, 66,420 European ancestry men",NA,Xp22.31,X,8948605,FAM9B,AC074281.2 - AC074281.1,ENSG00000285896,ENSG00000225271,,21452,31820,rs17307280-C,rs17307280,0,17307280,intergenic_variant,1,0.2714,6.00E-07,6.22184875,,0.02386,[0.014-0.033] unit increase,NR [17166351] (imputed),N
3/21/17,28173075,Niu N,9/11/16,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/28173075,Metformin pharmacogenomics: a genome-wide association study to identify genetic and epigenetic biomarkers involved in metformin anticancer response using human lymphoblastoid cell lines.,Response to metformin (IC50),"up to 96 African American lymphoblastoid cell lines, up to 96 Han Chinese American lymphoblastoid cell lines, up to 96 European ancestry lymphoblastoid cell lines",NA,Xp11.4,X,39270838,"MID1IP1, GAPDHP1",AC108879.1,,,ENSG00000224610,,,rs5917288-?,rs5917288,0,5917288,intron_variant,0,NR,2.00E-06,5.698970004,,,NR,"Affymetrix, Illumina [~ 6700000] (imputed)",N
12/16/16,26989097,Coleman JR,3/17/16,Br J Psychiatry,www.ncbi.nlm.nih.gov/pubmed/26989097,Genome-wide association study of response to cognitive-behavioural therapy in children with anxiety disorders.,Response to cognitive-behavioural therapy in anxiety disorder,"Up to 902 European ancestry cases, up to 78 cases",NA,Xq27.3,X,146055912,Intergenic,MIR891A - RNA5SP517,ENSG00000216056,ENSG00000201594,,28040,371544,rs12850751-?,rs12850751,0,12850751,intergenic_variant,1,0.0655,7.00E-06,5.15490196,(6-month follow-up),,,Illumina [3017604] (imputed),N
9/20/18,28869591,Kemp JP,9/4/17,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/28869591,Identification of 153 new loci associated with heel bone mineral density and functional involvement of GPC6 in osteoporosis.,Heel bone mineral density,"76,067 European ancestry women, 66,420 European ancestry men",NA,Xp11.3,X,43976547,NDP,NDP - AL034370.1,ENSG00000124479,ENSG00000214019,,3152,52785,rs5952416-A,rs5952416,0,5952416,intergenic_variant,1,0.3201,1.00E-11,11,(men),0.05653,[0.04-0.073] unit decrease,NR [17166351] (imputed),N
9/20/18,28869591,Kemp JP,9/4/17,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/28869591,Identification of 153 new loci associated with heel bone mineral density and functional involvement of GPC6 in osteoporosis.,Heel bone mineral density,"76,067 European ancestry women, 66,420 European ancestry men",NA,Xp22.31,X,8948605,FAM9B,AC074281.2 - AC074281.1,ENSG00000285896,ENSG00000225271,,21452,31820,rs17307280-C,rs17307280,0,17307280,intergenic_variant,1,0.2714,5.00E-17,16.30103,(men),0.0733,[0.056-0.09] unit increase,NR [17166351] (imputed),N
9/20/18,28869591,Kemp JP,9/4/17,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/28869591,Identification of 153 new loci associated with heel bone mineral density and functional involvement of GPC6 in osteoporosis.,Heel bone mineral density,"76,067 European ancestry women, 66,420 European ancestry men",NA,Xp11.3,X,43976547,NDP,NDP - AL034370.1,ENSG00000124479,ENSG00000214019,,3152,52785,rs5952416-A,rs5952416,0,5952416,intergenic_variant,1,0.3198,5.00E-07,6.301029996,(women),0.02721,[0.017-0.038] unit decrease,NR [17166351] (imputed),N
12/1/17,28928442,Tian C,9/19/17,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28928442,Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.,Mononucleosis,"17,457 European ancestry cases, 68,446 European ancestry controls",NA,Xp21.1,X,33394029,NR,DMD - AL050305.1,ENSG00000198947,ENSG00000215310,,54588,16915,rs145908860-?,rs145908860,0,145908860,intergenic_variant,1,NR,9.00E-06,5.045757491,,0.5476,[0.28-0.81] unit increase,Illumina [at least 560000] (imputed),N
