DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq22.3,X,105752161,NRK,IL1RAPL2,,,ENSG00000189108,,,rs9887672-?,rs9887672,0,9887672,intron_variant,0,NR,5.00E-12,11.30103,(thyroxine),0.34430155,[0.25-0.44] unit decrease,Affymetrix [at least 2500000] (imputed),N,thyroxine measurement,http://www.ebi.ac.uk/efo/EFO_0005130,GCST009391,Genome-wide genotyping array
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq22.3,X,106212784,SERPINA7,PWWP3B - AL133271.1,ENSG00000157502,ENSG00000256709,,3828,114750,rs17332376-?,rs17332376,0,17332376,intergenic_variant,1,NR,6.00E-11,10.22184875,(thyroxine),0.53963107,[0.38-0.7] unit decrease,Affymetrix [at least 2500000] (imputed),N,thyroxine measurement,http://www.ebi.ac.uk/efo/EFO_0005130,GCST009391,Genome-wide genotyping array
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xp22.31,X,9291351,FAM9B,FAM9B,,,ENSG00000177138,,,rs12851939-?,rs12851939,0,12851939,intron_variant,0,NR,2.00E-07,6.698970004,(thyroxine),0.43428743,[0.27-0.6] unit decrease,Affymetrix [at least 2500000] (imputed),N,thyroxine measurement,http://www.ebi.ac.uk/efo/EFO_0005130,GCST009391,Genome-wide genotyping array
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.3,X,146929597,FMR1NB,CXorf51A - Z99497.1,ENSG00000224440,ENSG00000225660,,114871,25478,rs5905109-?,rs5905109,0,5905109,intergenic_variant,1,NR,1.00E-06,6,(thyroxine),1.083292,[0.65-1.52] unit decrease,Affymetrix [at least 2500000] (imputed),N,thyroxine measurement,http://www.ebi.ac.uk/efo/EFO_0005130,GCST009391,Genome-wide genotyping array
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq22.3,X,105554463,NRK,IL1RAPL2,,,ENSG00000189108,,,rs721953-?,rs721953,0,721953,intron_variant,0,NR,1.00E-06,6,(thyroxine),0.22488202,[0.13-0.32] unit decrease,Affymetrix [at least 2500000] (imputed),N,thyroxine measurement,http://www.ebi.ac.uk/efo/EFO_0005130,GCST009391,Genome-wide genotyping array
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xp22.11,X,23773407,ACOT9,AC131011.2,,,ENSG00000233785,,,rs5970795-?,rs5970795,0,5970795,non_coding_transcript_exon_variant,0,NR,5.00E-07,6.301029996,(ribose 5 P; ribulose 5 P),0.2561331,[0.16-0.36] unit decrease,Affymetrix [at least 2500000] (imputed),N,"ribose-5-phosphate measurement, ribulose-5-phosphate measurement","http://www.ebi.ac.uk/efo/EFO_0010529, http://www.ebi.ac.uk/efo/EFO_0010530",GCST009391,Genome-wide genotyping array
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xp22.12,X,19285564,MAP3K15,ADGRG2 - PDHA1,ENSG00000173698,ENSG00000131828,,162927,58329,rs9988321-?,rs9988321,0,9988321,intergenic_variant,1,NR,6.00E-06,5.22184875,(3-hydroxyphenylacetic acid),2.630142,[1.49-3.77] unit decrease,Affymetrix [at least 2500000] (imputed),N,3-hydroxyphenylacetic acid measurement,http://www.ebi.ac.uk/efo/EFO_0010448,GCST009391,Genome-wide genotyping array
9/14/15,25387704,Malone SM,12/1/14,Psychophysiology,www.ncbi.nlm.nih.gov/pubmed/25387704,Heritability and molecular-genetic basis of resting EEG activity: a genome-wide association study.,Electroencephalogram traits,"2,383 European ancestry adolescents and 1,643 European ancestry adults from 1,613 families",NA,Xq24,X,120752888,intergenic,AC011890.1 - PA2G4P1,ENSG00000181511,ENSG00000237828,,19492,115723,rs5956244-?,rs5956244,0,5956244,TF_binding_site_variant,1,NR,6.00E-06,5.22184875,"(Alpha peak frequency, occipital",0.051,[0.029-0.073] unit increase,Illumina [527829],N,"alpha peak frequency measurement, alpha wave measurement, electroencephalogram measurement","http://www.ebi.ac.uk/efo/EFO_0006883, http://www.ebi.ac.uk/efo/EFO_0006870, http://www.ebi.ac.uk/efo/EFO_0004357",GCST002709,Genome-wide genotyping array
9/14/15,25387704,Malone SM,12/1/14,Psychophysiology,www.ncbi.nlm.nih.gov/pubmed/25387704,Heritability and molecular-genetic basis of resting EEG activity: a genome-wide association study.,Electroencephalogram traits,"2,383 European ancestry adolescents and 1,643 European ancestry adults from 1,613 families",NA,Xq28,X,150945697,intergenic,AF274573.1 - RNU6-383P,ENSG00000230153,ENSG00000222796,,24759,9797,rs5969978-?,rs5969978,0,5969978,intergenic_variant,1,NR,4.00E-06,5.397940009,"(Theta power, Cz)",0.064,[0.037-0.091] unit increase,Illumina [527829],N,"theta wave measurement, electroencephalogram measurement","http://www.ebi.ac.uk/efo/EFO_0006873, http://www.ebi.ac.uk/efo/EFO_0004357",GCST002709,Genome-wide genotyping array
4/16/15,25056061,Ripke S,7/22/14,Nature,www.ncbi.nlm.nih.gov/pubmed/25056061,Biological insights from 108 schizophrenia-associated genetic loci.,Schizophrenia,"32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls","1,513 European ancestry cases, 66,236 European ancestry controls",Xp22.31,X,6111492,NLGN4X,NLGN4X,,,ENSG00000146938,,,rs12845396-T,rs12845396,0,12845396,intron_variant,0,0.247,2.00E-08,7.698970004,,1.0559661,[1.04-1.08],"Affymetrix, Illumina [9005918] (imputed)",N,schizophrenia,http://www.ebi.ac.uk/efo/EFO_0000692,GCST002539,Genome-wide genotyping array
4/16/15,25056061,Ripke S,7/22/14,Nature,www.ncbi.nlm.nih.gov/pubmed/25056061,Biological insights from 108 schizophrenia-associated genetic loci.,Schizophrenia,"32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls","1,513 European ancestry cases, 66,236 European ancestry controls",Xp22.12,X,21362148,CNKSR2,AL807742.1,,,ENSG00000283380,,,rs1378559-T,rs1378559,0,1378559,intron_variant,0,0.831,2.00E-12,11.69897,,1.09,[1.064-1.116],"Affymetrix, Illumina [9005918] (imputed)",N,schizophrenia,http://www.ebi.ac.uk/efo/EFO_0000692,GCST002539,Genome-wide genotyping array
4/16/15,25056061,Ripke S,7/22/14,Nature,www.ncbi.nlm.nih.gov/pubmed/25056061,Biological insights from 108 schizophrenia-associated genetic loci.,Schizophrenia,"32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls","1,513 European ancestry cases, 66,236 European ancestry controls",Xq13.1,X,69157283,PJA1,EFNB1 - PJA1,ENSG00000090776,ENSG00000181191,,315123,3568,rs5937157-G,rs5937157,0,5937157,intergenic_variant,1,0.241,2.00E-10,9.698970004,,1.066098,[1.05-1.09],"Affymetrix, Illumina [9005918] (imputed)",N,schizophrenia,http://www.ebi.ac.uk/efo/EFO_0000692,GCST002539,Genome-wide genotyping array
10/1/14,24489884,Mick E,1/1/14,PLoS One,www.ncbi.nlm.nih.gov/pubmed/24489884,Genome-wide association study of proneness to anger.,Anger,"8,747 European ancestry individuals",NA,Xp22.11,X,22221603,PHEX,"PHEX, PTCHD1-AS",,,"ENSG00000102174, ENSG00000233067",,,rs3752433-A,rs3752433,0,3752433,intron_variant,0,0.312,3.00E-07,6.522878745,(Reaction),0.15,[NR] unit increase,Affymetrix [677643],N,aggressive behavior,http://www.ebi.ac.uk/efo/EFO_0003015,GCST002324,Genome-wide genotyping array
10/28/14,24665060,Argos M,3/24/14,J Med Genet,www.ncbi.nlm.nih.gov/pubmed/24665060,Genome-wide association study of smoking behaviours among Bangladeshi adults.,Smoking initiation,"754 Bangladeshi ancestry never smoker males, 2,565 Bangladeshi ancestry never smoker females, 1,837 Bangladeshi ancestry ever smoker males, 198 Bangladeshi ancestry ever smoker females",NA,Xp11.21,X,55366646,"PAGE3, MAGEH1, MIR4536-1, RRAGB, LOC644924, USP51, XAGE-4",AL158819.1 - MIR4536-2,ENSG00000232765,ENSG00000266328,,77861,84849,rs4240023-?,rs4240023,0,4240023,intergenic_variant,1,,8.00E-08,7.096910013,(females),,,Illumina [1211988] (imputed),N,smoking initiation,http://www.ebi.ac.uk/efo/EFO_0005670,GCST002396,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,68376072,"OPHN1, YIPF6",OPHN1,,,ENSG00000079482,,,rs5965561-C,rs5965561,0,5965561,intron_variant,0,NR,1.00E-18,18,,0.1432,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,65998114,NR,AL034397.2,,,ENSG00000237311,,,rs73213393-A,rs73213393,0,73213393,intron_variant,0,NR,5.00E-18,17.30103,,0.3322,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66894289,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,217925,479284,rs144393202-A,rs144393202,0,144393202,intergenic_variant,1,NR,7.00E-18,17.15490196,,0.2917,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
8/19/20,32493714,Klimentidis YC,6/3/20,Diabetes,www.ncbi.nlm.nih.gov/pubmed/32493714,Phenotypic and Genetic Characterization of Lower LDL-C and Increased Type-2 Diabetes Risk in the UK Biobank.,Low density lipoprotein cholesterol levels,"431,167 European ancestry individuals",NA,Xp22.33,X,2938114,NR,ARSL,,,ENSG00000157399,,,rs35143646-C,rs35143646,0,35143646,missense_variant,0,0.339396,2.00E-25,24.69897,,0.0175742,[0.014-0.021] unit decrease,Affymetrix [15000001],N,low density lipoprotein cholesterol measurement,http://www.ebi.ac.uk/efo/EFO_0004611,GCST90002412,Genome-wide genotyping array
8/19/20,32493714,Klimentidis YC,6/3/20,Diabetes,www.ncbi.nlm.nih.gov/pubmed/32493714,Phenotypic and Genetic Characterization of Lower LDL-C and Increased Type-2 Diabetes Risk in the UK Biobank.,Low density lipoprotein cholesterol levels,"431,167 European ancestry individuals",NA,Xq23,X,110520525,NR,"TDGF1P3, AC000113.1",,,"ENSG00000225366, ENSG00000287685",,,rs5942956-G,rs5942956,0,5942956,non_coding_transcript_exon_variant,0,0.605477,2.00E-102,101.69897,,0.0351754,[0.032-0.038] unit increase,Affymetrix [15000001],N,low density lipoprotein cholesterol measurement,http://www.ebi.ac.uk/efo/EFO_0004611,GCST90002412,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67240489,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,564125,133084,rs146636673-C,rs146636673,0,146636673,intergenic_variant,1,NR,3.00E-09,8.522878745,,0.183,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,65639521,MSN,MSN,,,ENSG00000147065,,,rs143755874-A,rs143755874,0,143755874,intron_variant,0,NR,4.00E-09,8.397940009,,0.1862,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67482025,NR,AL049641.1 - AL049564.1,ENSG00000226280,ENSG00000233710,,106505,51138,rs62604342-G,rs62604342,0,62604342,intergenic_variant,1,NR,4.00E-09,8.397940009,,0.1614,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67291142,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,614778,82431,rs6625163-G,rs6625163,0,6625163,intergenic_variant,1,NR,1.00E-300,300,,0.53,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67343176,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,666812,30397,rs2497938-C,rs2497938,0,2497938,intergenic_variant,1,NR,1.00E-300,300,,0.53,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66713443,"EDA2R, HEPH",RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,37079,660130,rs73221556-A,rs73221556,0,73221556,intergenic_variant,1,NR,5.00E-178,177.30103,,0.5266,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67261958,AR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,585594,111615,rs12558842-C,rs12558842,0,12558842,intergenic_variant,1,NR,5.00E-178,177.30103,,0.5427,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67783742,OPHN1,AR - BMI1P1,ENSG00000169083,ENSG00000234201,,53123,8213,rs5919427-C,rs5919427,0,5919427,intergenic_variant,1,NR,5.00E-178,177.30103,,0.3457,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,68276160,"OPHN1, STARD8, YIPF6",OPHN1,,,ENSG00000079482,,,rs140488081-T,rs140488081,0,140488081,intron_variant,0,NR,5.00E-61,60.30103,,0.3972,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,65863405,VSIG4,CCNYL5 - AL034397.2,ENSG00000230039,ENSG00000237311,,41156,62431,rs147154263-T,rs147154263,0,147154263,intergenic_variant,1,NR,4.00E-58,57.39794001,,0.4266,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66412577,"EDA2R, HEPH",AL157698.1 - AL592049.1,ENSG00000231356,ENSG00000226820,,50801,24768,rs79798752-C,rs79798752,0,79798752,intergenic_variant,1,NR,3.00E-15,14.52287875,,0.08221,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq11.1,X,63717947,ARHGEF9,ARHGEF9,,,ENSG00000131089,,,rs111810219-A,rs111810219,0,111810219,intron_variant,0,NR,1.00E-14,14,,0.2067,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp22.31,X,8945785,NR,AC074281.2 - AC074281.1,ENSG00000285896,ENSG00000225271,,18632,34640,rs5934505-C,rs5934505,0,5934505,intergenic_variant,1,NR,2.00E-14,13.69897,,0.08238,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.22,X,54597955,NR,GNL3L,,,ENSG00000130119,,,rs140707533-A,rs140707533,0,140707533,intron_variant,0,NR,3.00E-14,13.52287875,,0.1341,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67335270,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,658906,38303,rs142169094-G,rs142169094,0,142169094,intergenic_variant,1,NR,2.00E-13,12.69897,,0.08356,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67346195,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,669831,27378,rs73227823-G,rs73227823,0,73227823,intergenic_variant,1,NR,3.00E-13,12.52287875,,0.1452,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq11.2,X,65185289,ZC4H2,AL445523.1,,,ENSG00000237971,,,rs6624142-C,rs6624142,0,6624142,non_coding_transcript_exon_variant,0,NR,4.00E-13,12.39794001,,0.07931,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,65832298,NR,CCNYL5 - AL034397.2,ENSG00000230039,ENSG00000237311,,10049,93538,rs138876904-T,rs138876904,0,138876904,intergenic_variant,1,NR,3.00E-12,11.52287875,,0.2704,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,65773583,NR,NANOGP9,,,ENSG00000231809,,,rs5965019-A,rs5965019,0,5965019,non_coding_transcript_exon_variant,0,NR,3.00E-12,11.52287875,,0.08455,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66331306,"HEPH, VSIG4",HEPH - AL157698.1,ENSG00000089472,ENSG00000231356,,62439,29460,rs112069404-A,rs112069404,0,112069404,intergenic_variant,1,NR,5.00E-20,19.30103,,0.155,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.1,X,58168217,NR,KRT8P17 - BX322784.1,ENSG00000235124,ENSG00000236852,,182084,4611033,rs5989004-T,rs5989004,0,5989004,intergenic_variant,1,NR,2.00E-08,7.698970004,,0.1239,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.21,X,56261293,KLF8,KLF8,,,ENSG00000102349,,,rs73206583-A,rs73206583,0,73206583,intron_variant,0,NR,3.00E-08,7.522878745,,0.06571,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq11.1,X,62842906,NR,MTND1P31,,,ENSG00000235170,,,rs140914450-G,rs140914450,0,140914450,non_coding_transcript_exon_variant,0,NR,6.00E-20,19.22184875,,0.1686,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.21,X,57282697,"SPIN2A, SPIN2B, SPIN3",PPP1R11P2 - FAAH2,ENSG00000231765,ENSG00000165591,,53282,4009,rs139470886-A,rs139470886,0,139470886,regulatory_region_variant,1,NR,6.00E-19,18.22184875,,0.1657,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
8/19/20,32493714,Klimentidis YC,6/3/20,Diabetes,www.ncbi.nlm.nih.gov/pubmed/32493714,Phenotypic and Genetic Characterization of Lower LDL-C and Increased Type-2 Diabetes Risk in the UK Biobank.,Low density lipoprotein cholesterol levels,"431,167 European ancestry individuals",NA,Xp22.12,X,20136228,NR,EIF1AX,,,ENSG00000173674,,,rs73447108-C,rs73447108,0,73447108,intron_variant,0,0.801919,8.00E-18,17.09691001,,0.0172508,[0.013-0.021] unit increase,Affymetrix [15000001],N,low density lipoprotein cholesterol measurement,http://www.ebi.ac.uk/efo/EFO_0004611,GCST90002412,Genome-wide genotyping array
8/19/20,32493714,Klimentidis YC,6/3/20,Diabetes,www.ncbi.nlm.nih.gov/pubmed/32493714,Phenotypic and Genetic Characterization of Lower LDL-C and Increased Type-2 Diabetes Risk in the UK Biobank.,Low density lipoprotein cholesterol levels,"431,167 European ancestry individuals",NA,Xq23,X,110662875,NR,AL512882.1 - CHRDL1,ENSG00000228042,ENSG00000101938,,25203,10981,rs144832584-C,rs144832584,0,144832584,intergenic_variant,1,0.966073,2.00E-08,7.698970004,,0.0259675,[0.017-0.035] unit decrease,Affymetrix [15000001],N,low density lipoprotein cholesterol measurement,http://www.ebi.ac.uk/efo/EFO_0004611,GCST90002412,Genome-wide genotyping array
